T,P,TC,SV,Idx
253.15,17.7,0.027169102,386.1314874,54.14656271
253.15,17.7,0.027101504,392.7925156,53.79803286
253.15,17.7,0.027181917,396.7247323,53.60762951
253.15,17.7,0.026974204,391.0452759,53.89851353
253.15,17.7,0.027135014,387.1633638,54.24999191
253.15,17.7,0.026976513,393.7219014,53.83490562
253.15,17.7,0.027090926,385.0888949,54.19345966
253.15,17.7,0.026650473,387.6332926,54.16957877
253.15,17.7,0.026772172,382.6512325,54.36283561
253.15,17.7,0.027285684,383.5203481,54.22568128
253.15,17.7,0.027274107,394.146905,53.53118185
253.15,17.7,0.027028341,383.76374,54.32364551
253.15,17.7,0.026828398,387.2300179,54.13493041
253.15,17.7,0.02699286,389.1788949,54.09459472
253.15,17.7,0.026836186,388.2205045,54.06462064
253.15,17.7,0.027308049,388.1434719,53.93679144
253.15,17.7,0.02719187,385.0400824,54.3009256
253.15,17.7,0.027216117,386.6935126,54.21236897
253.15,17.7,0.026592748,384.7580276,54.29628438
253.15,17.7,0.027183715,393.9314422,53.59217549
253.15,17.7,0.02695146,393.4096395,53.930155
253.15,17.7,0.027056078,389.460506,54.08372825
253.15,17.7,0.026886443,389.1941233,54.10143533
253.15,17.7,0.027280578,386.6860388,54.17265498
253.15,17.7,0.027009046,388.2721847,53.89968325
253.15,17.7,0.027248922,397.0730493,53.46496472
253.15,17.7,0.027362727,388.7020794,53.9517224
253.15,17.7,0.027047012,389.810547,53.85175281
253.15,17.7,0.026903517,385.1475459,54.16799074
253.15,17.7,0.026771974,388.8383489,54.06525683
253.15,17.7,0.027056642,389.5052453,54.13144526
253.15,17.7,0.027202366,394.3687907,53.66870529
253.15,17.7,0.027292704,394.4679251,53.68900008
253.15,17.7,0.02714557,394.3664114,53.65731916
253.15,17.7,0.026916686,381.5493491,54.40884984
253.15,17.7,0.027432208,394.5100416,53.51073341
253.15,17.7,0.026922924,389.587841,54.18914054
253.15,17.7,0.026681964,386.551255,54.26544567
253.15,17.7,0.026813563,386.6248279,54.19324694
253.15,17.7,0.026957506,393.9228165,53.90678735
253.15,17.7,0.027054327,384.8954298,54.18145844
253.15,17.7,0.02726129,389.1683424,53.91753935
253.15,17.7,0.027036192,388.2868563,54.1339791
253.15,17.7,0.026740994,384.6040889,54.22134089
253.15,17.7,0.026712379,390.1670318,54.07414744
253.15,17.7,0.02739912,390.8895747,53.74628575
253.15,17.7,0.027023258,389.9517808,53.8253576
253.15,17.7,0.026769293,385.2591003,54.17652426
253.15,17.7,0.026607886,384.4288118,54.20258493
253.15,17.7,0.0269188,382.9883122,54.3152694
253.15,17.7,0.026816689,383.9880951,54.35182947
253.15,17.7,0.026897417,392.9933207,54.01210268
253.15,17.7,0.027071403,389.8258038,53.9749454
253.15,17.7,0.027080175,394.5732545,53.67358025
253.15,17.7,0.026906003,388.4428241,53.98515824
253.15,17.7,0.026780649,390.172351,54.11311339
253.15,17.7,0.027156584,383.2626415,54.36216853
253.15,17.7,0.027350296,396.2553676,53.50575695
253.15,17.7,0.027132656,392.2378775,53.65169638
253.15,17.7,0.02734488,392.6951244,53.68465898
253.15,17.7,0.027260591,390.3818497,53.7431368
253.15,17.7,0.027081301,394.4760829,53.72040795
253.15,17.7,0.027055144,383.5349576,54.27977809
253.15,17.7,0.026983112,389.8985006,53.8601048
253.15,17.7,0.026761513,387.7206519,54.20736063
253.15,17.7,0.026887502,388.388305,54.13543237
253.15,17.7,0.027265642,394.9656397,53.62600038
253.15,17.7,0.02747799,389.3139001,53.84797483
253.15,17.7,0.027441925,397.6862714,53.33590099
253.15,17.7,0.027153507,391.3425814,53.9200415
253.15,17.7,0.027106496,392.4313187,53.84938992
253.15,17.7,0.026973272,393.9433676,53.85301565
253.15,17.7,0.026532458,385.0054551,54.25161975
253.15,17.7,0.027445811,392.2510513,53.66968812
253.15,17.7,0.027362255,382.6496945,54.38105269
253.15,17.7,0.027208916,389.5899146,53.84261054
253.15,17.7,0.02682003,386.5969431,54.04734116
253.15,17.7,0.027139461,395.0361094,53.6338756
253.15,17.7,0.027192009,394.0638168,53.61278168
253.15,17.7,0.027355648,395.431768,53.45811606
253.15,17.7,0.026795732,383.0505364,54.27649532
253.15,17.7,0.027389333,390.6527688,53.76390035
253.15,17.7,0.027108364,395.4896938,53.73026706
253.15,17.7,0.026881312,389.561198,53.94716351
253.15,17.7,0.027219002,396.4802104,53.51931535
253.15,17.7,0.026814318,390.8973356,54.10941323
253.15,17.7,0.026873506,389.620308,53.81582541
253.15,17.7,0.026778826,387.1257378,54.07786086
253.15,17.7,0.026885253,384.50166,54.19799779
253.15,17.7,0.027090355,392.6363291,53.90178534
253.15,17.7,0.027009999,385.4379205,54.15472581
253.15,17.7,0.026898278,390.8463785,53.96633998
253.15,17.7,0.027236937,385.4563496,54.22700001
253.15,17.7,0.026741425,387.0903798,54.11961771
253.15,17.7,0.027452819,385.5445838,54.11307316
253.15,17.7,0.026739508,386.4989264,54.27284631
253.15,17.7,0.026741616,390.2631147,54.05953456
253.15,17.7,0.026649839,385.0589783,54.14497271
253.15,17.7,0.026974414,385.5743684,54.25850537
253.15,17.7,0.026824399,386.6884234,54.09437626
253.15,17.7,0.027356271,394.3268404,53.47362126
253.15,17.7,0.026876091,391.1717984,54.03061135
253.15,17.7,0.026973342,387.9882015,54.09088349
253.15,17.7,0.027191322,391.9010995,53.65664914
253.15,17.7,0.026667625,389.6055254,54.17482114
253.15,17.7,0.02678825,386.7813688,54.15089087
253.15,17.7,0.026798967,386.4269119,54.13867222
253.15,17.7,0.027069799,385.2205154,54.27937941
253.15,17.7,0.02714031,382.8882637,54.3481099
253.15,17.7,0.026707269,387.6363904,54.18081586
253.15,17.7,0.027331674,391.5322945,53.82050588
253.15,17.7,0.027225492,397.0620661,53.57091222
253.15,17.7,0.02740737,387.8009406,54.03515681
253.15,17.7,0.027258433,388.7439727,54.0224011
253.15,17.7,0.027194646,390.7049734,53.86512142
253.15,17.7,0.026792361,387.5101374,54.10996982
253.15,17.7,0.027133014,383.6877076,54.30341293
253.15,17.7,0.02673215,389.0720297,54.1701945
253.15,17.7,0.026991089,392.8819087,53.75218086
253.15,17.7,0.026936879,391.084954,54.06920793
253.15,17.7,0.02707708,386.6589963,54.10011215
253.15,17.7,0.027282357,391.2148557,53.79077026
253.15,17.7,0.026833331,388.1972536,54.18795589
253.15,17.7,0.026865122,385.1748054,54.24089193
253.15,17.7,0.027068111,385.0547969,54.21598099
253.15,17.7,0.026795861,390.9740845,54.07491914
253.15,17.7,0.026960421,391.730517,53.82161668
253.15,17.7,0.027240516,390.9727073,53.73623935
253.15,17.7,0.027026573,388.3535042,53.98937635
253.15,17.7,0.027147451,390.6356529,53.86916143
253.15,17.7,0.02723051,383.8017105,54.22404543
253.15,17.7,0.02743854,387.2609754,54.01946858
253.15,17.7,0.027316905,388.7511507,53.94423229
253.15,17.7,0.026709772,390.1359973,54.17015136
253.15,17.7,0.027565059,394.4941047,53.48307388
253.15,17.7,0.027094825,389.4151381,53.82650567
253.15,17.7,0.027048156,385.6138275,54.18285761
253.15,17.7,0.026922852,394.316744,53.97551308
253.15,17.7,0.027233474,390.7530568,53.76110418
253.15,17.7,0.02713522,393.8532408,53.65727569
253.15,17.7,0.02705095,386.5461205,54.04302641
253.15,17.7,0.027202764,386.211598,54.1290412
253.15,17.7,0.026894787,390.6651958,53.99322001
253.15,17.7,0.027047961,393.8217944,53.8509837
253.15,17.7,0.027290895,389.4632424,53.81842504
253.15,17.7,0.026893361,384.5472641,54.22074489
253.15,17.7,0.027196313,390.9136376,53.71975279
253.15,17.7,0.02724353,387.8578985,54.00817369
253.15,17.7,0.02645946,383.7071323,54.34666003
253.15,17.7,0.027229719,393.1398909,53.55937083
253.15,17.7,0.027527395,396.8596135,53.32632105
253.15,17.7,0.0270878,391.4572949,53.94001071
253.15,17.7,0.026874396,390.9834544,53.94122569
253.15,17.7,0.026849905,383.6229836,54.24260503
253.15,17.7,0.027432579,396.4256251,53.42126375
253.15,17.7,0.026688831,391.199988,54.21300503
253.15,17.7,0.026786875,389.3274345,54.06093855
253.15,17.7,0.027379516,397.2379875,53.3174639
253.15,17.7,0.027281885,385.6719941,54.20938992
253.15,17.7,0.027488511,392.8547858,53.60769657
253.15,17.7,0.02691292,386.8269374,54.02182287
253.15,17.7,0.026968737,385.6739212,54.2165834
253.15,17.7,0.02749611,395.0610545,53.49068779
253.15,17.7,0.026864629,382.8039735,54.36741419
253.15,17.7,0.026973223,389.235992,54.09426367
253.15,17.7,0.027258258,384.9955677,54.22370248
253.15,17.7,0.026986103,392.1803778,53.79840903
253.15,17.7,0.02698822,390.9837684,53.80611082
253.15,17.7,0.027159227,391.3721737,53.77671893
253.15,17.7,0.027207973,392.4815761,53.69122893
253.15,17.7,0.026880523,387.2532596,54.17674444
253.15,17.7,0.026769176,390.1699647,54.08544316
253.15,17.7,0.02692304,383.4939591,54.30313604
253.15,17.7,0.027033949,386.3991526,54.21019693
253.15,17.7,0.027251513,389.1342101,54.00918958
253.15,17.7,0.027300308,391.1707581,53.7761576
253.15,17.7,0.026922958,392.6389733,53.8471899
253.15,17.7,0.027114728,393.512477,53.85354337
253.15,17.7,0.027441869,396.2653545,53.44060477
253.15,17.7,0.026752034,388.1726604,54.18445486
253.15,17.7,0.027046539,388.3824015,54.11522017
253.15,17.7,0.026853332,391.0289778,54.00287402
253.15,17.7,0.027297386,391.4943049,53.81551867
253.15,17.7,0.027095967,393.2939541,53.87845376
253.15,17.7,0.027255045,390.4541119,53.77903274
253.15,17.7,0.026612508,387.5533995,54.16379567
253.15,17.7,0.027490485,398.0964349,53.2639235
253.15,17.7,0.027358397,397.1655307,53.46152388
253.15,17.7,0.027140404,388.1527087,53.91025223
253.15,17.7,0.027060305,387.9292599,54.03229382
253.15,17.7,0.027369775,388.100786,53.99397684
253.15,17.7,0.026989595,388.4106558,53.89672952
253.15,17.7,0.027440685,395.1812022,53.46766565
253.15,17.7,0.02714227,390.5041932,53.80169453
253.15,17.7,0.027272282,385.343908,54.17567464
253.15,17.7,0.026970856,385.7340785,54.20130601
253.15,17.7,0.026865372,385.5601839,54.23186843
253.15,17.7,0.027245645,389.9776795,53.90254216
253.15,17.7,0.02716761,389.7003894,54.09010956
253.15,17.7,0.02739964,387.9344572,54.03217915
253.15,17.7,0.027078748,394.560462,53.73595666
253.15,17.7,0.026793932,385.0552041,54.30127327
253.15,17.7,0.026685077,382.1418091,54.35552701
253.15,17.7,0.026537518,385.1449707,54.34458136
253.15,17.7,0.026934441,385.0144776,54.1984017
253.15,17.7,0.027159367,391.7657577,53.89913885
253.15,17.7,0.026962933,394.2749579,53.91646599
253.15,17.7,0.026709764,391.1857294,54.07319223
253.15,17.7,0.027090248,382.4314195,54.35281525
253.15,17.7,0.026967554,387.4688359,54.19080621
253.15,17.7,0.027319786,386.4807198,54.14966173
253.15,17.7,0.026861197,385.1399122,54.2675683
253.15,17.7,0.02730248,394.7304477,53.56595708
253.15,17.7,0.026983148,384.7593213,54.34539891
253.15,17.7,0.027128921,391.0419975,53.72470633
253.15,17.7,0.026850043,391.1496184,54.12688651
253.15,17.7,0.026910757,383.8430483,54.2742837
253.15,17.7,0.027317288,386.456711,54.11490988
253.15,17.7,0.027462576,393.888574,53.57984897
253.15,17.7,0.026837632,391.7326874,54.06906393
253.15,17.7,0.026756834,384.9097028,54.26552863
253.15,17.7,0.027070231,388.5486266,54.13639103
253.15,17.7,0.026869677,382.3630287,54.36851882
253.15,17.7,0.027021411,384.1587729,54.20692824
253.15,17.7,0.026962598,388.9833905,53.85787426
253.15,17.7,0.027053754,392.0250586,53.87049879
253.15,17.7,0.026931261,392.9743831,53.94246865
253.15,17.7,0.026715443,387.7759043,54.22751244
253.15,17.7,0.027175741,391.9647571,53.70767687
253.15,17.7,0.026739004,384.1255411,54.29552557
253.15,17.7,0.027027257,389.4415487,53.93847958
253.15,17.7,0.027116293,388.9113743,54.03063144
253.15,17.7,0.026960822,390.0129723,54.11066194
253.15,17.7,0.027449645,384.2644334,54.18441885
253.15,17.7,0.027369415,396.4793714,53.32003751
253.15,17.7,0.026957526,390.335974,54.17903569
253.15,17.7,0.02710162,395.7748466,53.63945936
253.15,17.7,0.02670252,386.3577828,54.10685822
253.15,17.7,0.0269956,386.9498404,54.11775787
253.15,17.7,0.026647547,386.1144669,54.24319252
253.15,17.7,0.027058623,394.4245179,53.84738601
253.15,17.7,0.027201194,393.053977,53.8311337
253.15,17.7,0.027055948,384.5782545,54.2027701
253.15,17.7,0.027326862,395.1809431,53.60385074
253.15,17.7,0.026755903,392.2619717,54.08465361
253.15,17.7,0.026865435,389.7543335,54.10118354
253.15,17.7,0.02707083,388.5236128,53.92531689
253.15,17.7,0.026672033,387.358261,54.0833247
253.15,17.7,0.027191134,394.3424258,53.58744216
253.15,17.7,0.026906008,393.8537011,53.88718927
253.15,17.7,0.027328388,385.084582,54.17093488
253.15,17.7,0.027012801,385.9575472,54.10025465
253.15,17.7,0.027181626,386.5762349,54.08106518
253.15,17.7,0.027260126,387.697073,54.13437171
253.15,17.7,0.02686069,393.0093947,53.9706158
253.15,17.7,0.027242312,394.7567152,53.52443599
253.15,17.7,0.027055359,393.4086947,53.67773725
253.15,17.7,0.026730519,388.3614664,54.1165057
253.15,17.7,0.026896285,393.072527,53.94005217
253.15,17.7,0.027025657,387.4951947,54.16678613
253.15,17.7,0.027074274,384.5337974,54.15958678
253.15,17.7,0.026977162,386.5935134,54.27271846
253.15,17.7,0.027461018,393.6827611,53.5940339
253.15,17.7,0.02681762,388.0725717,54.19098906
253.15,17.7,0.026989227,388.4296859,53.95077809
253.15,17.7,0.027203582,386.2659116,54.17392301
253.15,17.7,0.027496509,388.3125593,53.89936221
253.15,17.7,0.026585017,384.8889596,54.29331005
253.15,17.7,0.027372065,390.3247806,53.78113632
253.15,17.7,0.027216401,390.7094035,53.85007489
253.15,17.7,0.026976033,392.4629858,54.04359686
253.15,17.7,0.027073963,389.541561,54.01502467
253.15,17.7,0.0269092,384.2502046,54.27660338
253.15,17.7,0.027323337,385.1408032,54.15144561
253.15,17.7,0.026580785,387.8145637,54.26629875
253.15,17.7,0.027083559,390.3004996,53.96337742
253.15,17.7,0.027014374,384.728334,54.26836257
253.15,17.7,0.027186107,391.8381947,53.84938164
253.15,17.7,0.027451185,389.1488556,53.8737079
253.15,17.7,0.027327694,387.6703759,54.0227685
253.15,17.7,0.027038487,392.8101343,53.90636723
253.15,17.7,0.026931319,386.4617734,54.08763716
253.15,17.7,0.02677392,389.2006123,54.1755714
253.15,17.7,0.027069168,383.8801625,54.23181252
253.15,17.7,0.026977207,394.186036,53.90084739
253.15,17.7,0.027252338,382.8948188,54.32955415
253.15,17.7,0.027510401,390.9528207,53.73127683
253.15,17.7,0.02699659,388.9328117,53.99619657
253.15,17.7,0.027379724,394.938927,53.56739242
253.15,17.7,0.027223692,392.1807139,53.77430733
253.15,17.7,0.026745719,387.720395,54.02726101
253.15,17.7,0.026792371,387.7085772,54.18386999
253.15,17.7,0.027053928,391.4974309,53.77457414
253.15,17.7,0.027168325,392.8237077,53.68925064
253.15,17.7,0.027256552,389.3132484,53.89407268
253.15,17.7,0.026648301,388.910772,54.21221043
253.15,17.7,0.027138812,388.0238877,54.1828742
253.15,17.7,0.026905332,393.1635177,53.98215519
253.15,17.7,0.027095076,394.2122933,53.71122453
253.15,17.7,0.026949092,392.9420737,53.95436463
253.15,17.7,0.026857968,391.2986567,54.20170979
253.15,17.7,0.026758762,389.3568404,54.09173837
253.15,17.7,0.026810704,389.4812115,54.18528582
253.15,17.7,0.027190735,384.9352568,54.1812941
253.15,17.7,0.027146015,395.9382981,53.67904785
253.15,17.7,0.027493407,398.6475876,53.18165511
253.15,17.7,0.027058795,388.8771014,53.86859153
253.15,17.7,0.027282828,382.9017719,54.35974531
253.15,17.7,0.026847215,387.3350819,54.06010988
253.15,17.7,0.02690806,388.5927613,53.99491548
253.15,17.7,0.027041581,391.5471746,53.75194005
253.15,17.7,0.026579333,386.0043328,54.15454071
253.15,17.7,0.027227053,390.4718777,53.78341931
253.15,17.7,0.026851843,385.1973541,54.22484507
253.15,17.7,0.027264489,386.3842966,54.15583974
253.15,17.7,0.02737389,386.1815859,54.05500408
253.15,17.7,0.027077583,388.4517456,54.08913613
253.15,17.7,0.026755348,390.7183867,54.19409618
253.15,17.7,0.027189588,390.9670465,53.78989313
253.15,17.7,0.027155643,386.6485403,54.2003237
253.15,17.7,0.026693231,385.6854556,54.1296524
253.15,17.7,0.026831254,387.0370654,54.04200761
253.15,17.7,0.027074755,388.5593738,53.89846903
253.15,17.7,0.026955943,387.4791157,54.0604648
253.15,17.7,0.02674292,384.5670625,54.18376865
253.15,17.7,0.02727957,384.731143,54.16542325
253.15,17.7,0.027046504,392.5599168,53.70046197
253.15,17.7,0.027404528,394.6184237,53.51128159
253.15,17.7,0.02689822,388.8652967,54.08134053
253.15,17.7,0.027501693,386.4035446,54.05693286
253.15,17.7,0.027196574,392.1463671,53.77356618
253.15,17.7,0.026711195,384.6458738,54.23708333
253.15,17.7,0.026824035,385.5075984,54.19649003
253.15,17.7,0.027044106,383.9931237,54.24073036
253.15,17.7,0.027382786,392.6983397,53.69179935
253.15,17.7,0.026867423,392.7492034,53.9559383
253.15,17.7,0.027020453,392.1279945,53.77813697
253.15,17.7,0.027041526,391.6546346,53.80243936
253.15,17.7,0.027372118,392.9410723,53.62833771
253.15,17.7,0.027116653,389.3120569,53.89081547
253.15,17.7,0.026906511,388.5931234,54.08301839
253.15,17.7,0.027243893,393.2485895,53.75035019
253.15,17.7,0.026820991,387.2153579,54.26230419
253.15,17.7,0.026837121,389.4839015,54.03516643
253.15,17.7,0.027422602,396.7261369,53.40450093
253.15,17.7,0.02734453,388.5349455,54.02420339
253.15,17.7,0.027165421,384.274685,54.18092968
253.15,17.7,0.026605218,382.1117457,54.39418166
253.15,17.7,0.026800655,391.5697037,54.00625186
253.15,17.7,0.027508379,397.5075067,53.31177334
253.15,17.7,0.027089882,387.2610699,54.28880199
253.15,17.7,0.026904147,394.628287,53.93845218
253.15,17.7,0.026983199,387.4998408,54.16398523
253.15,17.7,0.027084757,390.9433782,54.04765435
253.15,17.7,0.026743993,390.2993357,54.12100331
253.15,17.7,0.027004954,387.7205197,54.11883947
253.15,17.7,0.026712005,387.9260537,54.14381593
253.15,17.7,0.027377393,383.1294661,54.24581494
253.15,17.7,0.027018229,390.5970002,54.00339778
253.15,17.7,0.027322431,391.3774967,53.67634317
253.15,17.7,0.026986803,391.8029007,53.93108445
253.15,17.7,0.02675148,392.0528894,54.11794151
253.15,17.7,0.026511198,384.1721781,54.2533463
253.15,17.7,0.027450509,387.0337301,54.02206052
253.15,17.7,0.027035483,392.1861259,53.83333132
253.15,17.7,0.027232637,386.4589545,54.2106469
253.15,17.7,0.027501975,393.1389323,53.59087562
253.15,17.7,0.027394931,396.3950399,53.49177867
253.15,17.7,0.027265728,388.1355744,54.03693199
253.15,17.7,0.026978153,389.1902766,54.14024479
253.15,17.7,0.026964622,383.1516314,54.29261244
253.15,17.7,0.026591249,387.1030815,54.1838864
253.15,17.7,0.027045848,384.4780881,54.19397734
253.15,17.7,0.02690039,387.1905202,54.02044791
253.15,17.7,0.026964183,392.9093107,53.98433843
253.15,17.7,0.027462803,383.6538281,54.23839035
253.15,17.7,0.026712374,384.0617289,54.21503536
253.15,17.7,0.02674699,391.120137,54.13840153
253.15,17.7,0.027133003,391.2480901,53.98042312
253.15,17.7,0.027356412,394.5010229,53.62722275
253.15,17.7,0.027265106,389.8193856,54.00997761
253.15,17.7,0.026790326,391.027296,54.21548131
253.15,17.7,0.02733213,386.0384581,54.15355835
253.15,17.7,0.026972349,389.5060741,54.06914955
253.15,17.7,0.026789048,388.6634655,54.00688173
253.15,17.7,0.027023097,391.4888252,54.03309861
253.15,17.7,0.027377688,387.0369927,53.98754199
253.15,17.7,0.026792419,387.8027488,54.07848024
253.15,17.7,0.027360941,396.8709796,53.37064216
253.15,17.7,0.027232374,388.7410305,54.01399202
253.15,17.7,0.027362263,395.3693698,53.51972074
253.15,17.7,0.027335721,389.0754315,53.83883447
253.15,17.7,0.027111492,388.5262323,54.04388522
253.15,17.7,0.026751973,390.5613688,54.11508334
253.15,17.7,0.027044464,387.6181732,53.98781975
253.15,17.7,0.027272315,391.410102,53.75014881
253.15,17.7,0.027065329,393.3216769,53.63861191
253.15,17.7,0.0267431,386.2688941,54.07240915
253.15,17.7,0.027223643,390.6046705,53.93378859
253.15,17.7,0.027044394,388.9584404,53.88525001
253.15,17.7,0.027298058,391.1393239,53.7132925
253.15,17.7,0.027102153,390.2104687,54.10115511
253.15,17.7,0.027478048,390.4531159,53.77426311
253.15,17.7,0.027192261,391.093279,53.71759412
253.15,17.7,0.027038358,392.3950668,53.88863563
253.15,17.7,0.026660014,385.447638,54.25094784
253.15,17.7,0.026717428,385.817961,54.19936702
253.15,17.7,0.026880897,385.6028094,54.23135636
253.15,17.7,0.027295721,387.7576799,54.1040487
253.15,17.7,0.026874655,387.0400752,54.14242938
253.15,17.7,0.027280561,386.6862906,54.04371747
253.15,17.7,0.027077645,391.2386558,54.01184483
253.15,17.7,0.027220648,390.1897636,53.93549443
253.15,17.7,0.027163417,393.4674119,53.84172863
253.15,17.7,0.026996574,390.3975829,53.81299403
253.15,17.7,0.02702146,388.7173352,53.96462416
253.15,17.7,0.027422786,396.3918859,53.38285275
253.15,17.7,0.027111436,384.1683791,54.23065335
253.15,17.7,0.027072884,393.0798358,53.74930582
253.15,17.7,0.027203002,390.5243847,53.89072822
253.15,17.7,0.027137104,387.4583076,53.97135577
253.15,17.7,0.027472311,391.2730426,53.74549319
253.15,17.7,0.027117361,384.6647711,54.23331017
253.15,17.7,0.026973545,384.2211792,54.3418137
253.15,17.7,0.026739812,386.9980577,54.183721
253.15,17.7,0.027404136,384.184849,54.20324605
253.15,17.7,0.02676125,386.126239,54.13552154
253.15,17.7,0.027461481,386.4738937,54.03753778
253.15,17.7,0.027126891,385.5217587,54.12795088
253.15,17.7,0.027311899,395.6367561,53.59155096
253.15,17.7,0.027050514,393.7377802,53.8354483
253.15,17.7,0.027497332,398.6860903,53.15432522
253.15,17.7,0.027435749,383.7125501,54.26123328
253.15,17.7,0.027428642,399.0068997,53.27090873
253.15,17.7,0.027279906,394.6698139,53.53546681
253.15,17.7,0.026780337,383.1902172,54.32412993
253.15,17.7,0.02718456,388.5160426,54.05082147
253.15,17.7,0.026711133,389.4313255,54.09578245
253.15,17.7,0.027209695,387.2456785,54.19280751
253.15,17.7,0.027426131,388.2287266,53.98010741
253.15,17.7,0.027337592,393.1142965,53.72591022
253.15,17.7,0.026716053,384.7054314,54.20409675
253.15,17.7,0.027270308,396.675891,53.48548617
253.15,17.7,0.026779583,388.0989905,54.10611729
253.15,17.7,0.026734515,387.6750632,54.18028117
253.15,17.7,0.027203888,386.334328,54.14509713
253.15,17.7,0.027539849,399.6553734,53.11350431
253.15,17.7,0.026539625,383.8048741,54.2792279
253.15,17.7,0.027293003,392.4418071,53.64500665
253.15,17.7,0.026917854,393.2170788,53.89718393
253.15,17.7,0.026821966,386.9726132,54.05310621
253.15,17.7,0.026810701,392.1900602,54.08478045
253.15,17.7,0.027162752,385.1481285,54.25913541
253.15,17.7,0.027036011,389.6258691,54.16268107
253.15,17.7,0.026615937,387.8193375,54.1620645
253.15,17.7,0.026827779,382.4438416,54.33453151
253.15,17.7,0.026924703,389.5821749,53.94357239
253.15,17.7,0.026763261,390.481003,54.14532119
253.15,17.7,0.026927027,394.7619766,53.93972802
253.15,17.7,0.026870861,388.6376591,54.16359881
253.15,17.7,0.027447242,393.3083017,53.6147102
253.15,17.7,0.026658454,389.3447546,54.11047782
253.15,17.7,0.026979756,388.4653344,54.0133723
253.15,17.7,0.027215456,392.351223,53.72205951
253.15,17.7,0.026881866,390.4679055,53.84848068
253.15,17.7,0.027154566,387.4461515,54.03714934
253.15,17.7,0.027074791,388.1228408,54.21758163
253.15,17.7,0.026972779,384.6998799,54.15694367
253.15,17.7,0.026800835,386.3142106,54.10222487
253.15,17.7,0.02707352,389.2659426,53.9711312
253.15,17.7,0.026836451,391.0849632,54.11453219
253.15,17.7,0.027049584,394.1244319,53.8610051
253.15,17.7,0.027381385,396.888109,53.31093618
253.15,17.7,0.026931872,390.4290832,53.90593651
253.15,17.7,0.027365297,384.1566882,54.20255853
253.15,17.7,0.026785056,388.1342673,53.9912661
253.15,17.7,0.026668677,383.1639867,54.28917641
253.15,17.7,0.02691985,387.251214,54.09719394
253.15,17.7,0.027220321,393.0655541,53.70235405
253.15,17.7,0.026759266,388.705094,54.15215169
253.15,17.7,0.027021849,385.8315752,54.17185225
253.15,17.7,0.026985305,394.0282915,53.84916578
253.15,17.7,0.027046151,391.9446423,53.89664234
253.15,17.7,0.026888869,389.9475739,54.04565433
253.15,17.7,0.027306825,384.9647543,54.23830825
253.15,17.7,0.027253435,391.3920587,53.8507702
253.15,17.7,0.026773797,387.9772035,54.22474224
253.15,17.7,0.026962448,382.9851812,54.38755327
253.15,17.7,0.027275053,392.2631947,53.69010515
253.15,17.7,0.026908191,389.4001866,54.03103588
253.15,17.7,0.027148176,393.7594448,53.5721155
253.15,17.7,0.026725224,386.6016899,54.18427363
253.15,17.7,0.026992054,383.0578778,54.3195649
253.15,17.7,0.026738926,386.4553322,54.0965066
253.15,17.7,0.026948296,387.4885224,54.24056931
253.15,17.7,0.026909929,392.8426427,53.85244613
253.15,17.7,0.027065964,392.6216414,53.77798874
253.15,17.7,0.02724761,394.6897884,53.51623177
253.15,17.7,0.026958452,384.4633181,54.2822296
253.15,17.7,0.027215353,387.5775452,54.04535309
253.15,17.7,0.026874226,389.431233,54.12664857
253.15,17.7,0.026631156,385.9247705,54.30386104
253.15,17.7,0.027155357,390.6013259,53.7648854
253.15,17.7,0.027249945,392.0618234,53.83586596
253.15,17.7,0.026793968,388.4184778,53.9788296
253.15,17.7,0.027384101,391.4408054,53.78434941
253.15,17.7,0.027227829,387.102504,54.12696372
253.15,17.7,0.027338528,391.0410028,53.80979613
253.15,17.7,0.027041333,391.7762078,53.74935461
253.15,17.7,0.027157314,387.8611569,54.06294801
253.15,17.7,0.026934454,390.9516936,54.11364208
253.15,17.7,0.026920713,390.2942531,53.90470722
253.15,17.7,0.026976879,387.8618528,53.93997859
253.15,17.7,0.027122517,394.5428548,53.78306058
253.15,17.7,0.027356738,387.882789,53.95542271
253.15,17.7,0.027191757,393.2450206,53.60288373
253.15,17.7,0.027283193,385.4815372,54.20437506
253.15,17.7,0.027315028,389.2850961,53.89513018
253.15,17.7,0.026900085,391.448241,53.94335839
253.15,17.7,0.026720488,386.3144573,54.22124132
253.15,17.7,0.026699532,384.9374334,54.20574088
253.15,17.7,0.026590131,384.5338355,54.3179289
253.15,17.7,0.026956827,391.3366465,54.0354697
253.15,17.7,0.027145388,391.3144535,53.79218078
253.15,17.7,0.02698125,386.1347901,54.04731041
253.15,17.7,0.027513905,387.591343,53.95319066
253.15,17.7,0.027056082,386.581725,54.21515881
253.15,17.7,0.027182817,387.4041489,54.10924513
253.15,17.7,0.027015102,389.5898817,53.93850948
253.15,17.7,0.027026935,393.9871157,53.70115176
253.15,17.7,0.026480719,384.1480887,54.32654272
253.15,17.7,0.027063632,387.7733435,54.24648388
253.15,17.7,0.027219024,389.2725162,53.93729359
253.15,17.7,0.026956194,392.4397878,53.91556854
253.15,17.7,0.026832079,388.2852765,54.1428859
253.15,17.7,0.027455118,387.3170375,53.98627011
253.15,17.7,0.026852464,394.2482519,53.95168951
253.15,17.7,0.026992108,391.5323527,53.97851387
253.15,17.7,0.027488551,397.4639787,53.28847726
253.15,17.7,0.026827284,391.6350169,54.0878752
